	standard_concept_name
4111	acetaminophen 325 MG / butalbital 50 MG Oral Capsule
4112	calcium acetate 450 MG
4113	acetaminophen 650 MG / hydrocodone bitartrate 7.5 MG [Lorcet]
4114	3 ML lixisenatide 0.1 MG/ML Pen Injector [Adlyxin]
4115	glycopyrrolate 0.025 MG/ML Inhalation Solution
4116	carbinoxamine maleate 4 MG Oral Tablet [Palgic]
4117	sucralfate 500 MG
4118	cyproheptadine hydrochloride 4 MG Oral Tablet
4119	ubidecarenone 30 MG Oral Capsule
4120	betaxolol hydrochloride 10 MG Oral Tablet
4121	24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet
4122	metolazone 5 MG Oral Tablet
4123	hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet
4124	quetiapine 400 MG Oral Tablet [Seroquel]
4125	Dimethyl Sulfoxide 500 MG/ML Injectable Solution
4126	estradiol 0.1 MG/ML Vaginal Cream [Estrace]
4127	omalizumab 150 MG Injection
4128	loxapine 25 MG Oral Capsule
4129	propantheline
4130	dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML Oral Solution
4131	amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge]
4132	enoxacin 400 MG Oral Tablet
4133	30 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 15 MG/ML Injection
4134	cephalexin 250 MG [Keflex]
4135	sertraline 100 MG
4136	atenolol 25 MG
4137	erythromycin 5 MG/ML
4138	acetaminophen 500 MG / oxycodone hydrochloride 5 MG Oral Capsule [Tylox]
4139	ipratropium 0.6 MG/ML Nasal Spray [Atrovent]
4140	ascorbic acid 1000 MG Oral Capsule
4141	5 ML dopamine hydrochloride 40 MG/ML Injection
4142	trifluoperazine 5 MG
4143	lidocaine hydrochloride 10 MG/ML Injectable Solution [Pro Vent Plus]
4144	oxycodone hydrochloride 30 MG [Oxycontin]
4145	diltiazem hydrochloride 240 MG [Diltia]
4146	amitriptyline hydrochloride 50 MG Oral Tablet [Elavil]
4147	lidocaine hydrochloride 0.04 MG/MG / menthol 0.01 MG/MG Topical Gel [Lidozen]
4148	acetaminophen 325 MG / hydrocodone bitartrate 10 MG [Norco]
4149	sumatriptan 12 MG/ML Injection [Imitrex]
4150	12 HR brompheniramine maleate 12 MG / phenylpropanolamine hydrochloride 75 MG Extended Release Oral Tablet
4151	lactulose 667 MG/ML Oral Solution [Catulac]
4152	24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 28 MG Extended Release Oral Capsule [Namzaric]
4153	lamotrigine 300 MG
4154	chlorpheniramine tannate 12 MG Oral Tablet
4155	calcium carbonate 265 MG / magnesium chloride 535 MG [Slow-Mag]
4156	nitroglycerin 0.5 MG/ML Injectable Solution [Tridil]
4157	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 4.5 MG/ML Oral Solution [Lortuss EX]
4158	aluminum hydroxide 0.00275 MG/MG Topical Ointment [Derma Gran]
4159	methylcellulose Powder for Oral Suspension [Citrucel]
4160	estradiol cypionate 10 MG/ML / medroxyprogesterone acetate 50 MG/ML Injectable Suspension
4161	aspirin 125 MG Rectal Suppository
4162	budesonide 0.08 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort]
4163	doxepin hydrochloride 50 MG Oral Capsule
4164	pregabalin 225 MG Oral Capsule
4165	pioglitazone 45 MG Oral Tablet [Actos]
4166	alteplase Injection
4167	atomoxetine 10 MG Oral Capsule
4168	{4 (amoxicillin 500 MG Oral Capsule [Trimox]) / 2 (clarithromycin 500 MG Oral Tablet [Biaxin]) / 2 (lansoprazole 30 MG Delayed Release Oral Capsule [Prevacid]) } Pack [Prevpac]
4169	chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap [Betasept]
4170	aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension [Mintox Plus]
4171	acetaminophen 500 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
4172	daptomycin 500 MG Injection [Cubicin]
4173	0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe [Fluari...
4174	brivaracetam 50 MG Oral Tablet [Briviact]
4175	24 HR paroxetine hydrochloride 37.5 MG Extended Release Oral Tablet
4176	selegiline hydrochloride 5 MG Oral Capsule
4177	1.5 ML aripiprazole 200 MG/ML Prefilled Syringe
4178	nefazodone
4179	haloperidol 0.5 MG Oral Tablet [Haldol]
4180	500 ML heparin sodium, porcine 40 UNT/ML Injection
4181	carboxymethylcellulose sodium 0.01 MG/MG / glycerin 0.009 MG/MG Ophthalmic Gel
4182	cholecalciferol 0.1 MG Oral Tablet [Thera-D]
4183	clozapine 200 MG Disintegrating Oral Tablet [Fazaclo]
4184	escitalopram 20 MG [Lexapro]
4185	naproxen sodium 550 MG
4186	cerivastatin sodium 0.8 MG [Baycol]
4187	flumazenil 0.1 MG/ML Injectable Solution [Romazicon]
4188	500 ML mannitol 200 MG/ML Injection [Osmitrol]
4189	cefixime 400 MG [Suprax]
4190	acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule
4191	bisacodyl 5 MG Delayed Release Oral Tablet [Alophen Reformulated Jan 2008]
4192	meclizine hydrochloride 25 MG Oral Tablet [Verticalm]
4193	triamcinolone acetonide 40 MG/ML Injectable Suspension [Triamcot]
4194	niacin 150 MG
4195	prednisone 5 MG Oral Tablet [Deltasone]
4196	prednisone 2.5 MG Oral Tablet
4197	fluoxetine 20 MG Oral Capsule [Prozac]
4198	spironolactone 50 MG Oral Tablet
4199	methocarbamol 500 MG Oral Tablet [Robaxin]
4200	duloxetine 20 MG Delayed Release Oral Capsule [Cymbalta]
4201	valproic acid 250 MG Oral Capsule
4202	meperidine hydrochloride 100 MG
4203	flecainide
4204	ivabradine 5 MG Oral Tablet
4205	acetaminophen 650 MG / phenyltoloxamine citrate 60 MG Oral Tablet [Flextra]
4206	pitavastatin calcium 2 MG Oral Tablet [Livalo]
4207	magnesium oxide 420 MG Oral Tablet
4208	dutasteride 0.5 MG / tamsulosin hydrochloride 0.4 MG Oral Capsule
4209	0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 25000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML Injection
4210	sennosides, USP 8.6 MG Oral Tablet [Uni-Cenna]
4211	lisinopril 1 MG/ML Oral Solution
4212	chondroitin sulfates 250 MG / glucosamine 500 MG / methylsulfonylmethane 250 MG Oral Capsule
4213	24 HR dexmethylphenidate hydrochloride 5 MG Extended Release Oral Capsule
4214	28 ACTUAT fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler
4215	benzoyl peroxide 0.05 MG/MG / clindamycin 0.01 MG/MG Topical Gel [Benzaclin]
4216	chloral hydrate 500 MG Oral Capsule [Somnote]
4217	docusate sodium 100 MG Oral Capsule [Aqualax]
4218	quinidine gluconate 324 MG Extended Release Oral Tablet [Quin-G]
4219	esomeprazole 2.5 MG Granules for Oral Suspension
4220	estradiol 1 MG / progesterone 100 MG Oral Capsule
4221	hydrocodone bitartrate 0.332 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 1.67 MG/ML Oral Solution [Codimal DH]
4222	hydrocortisone 10 MG/ML Topical Cream [Nutracort]
4223	furosemide 20 MG Oral Tablet
4224	venlafaxine 50 MG Oral Tablet
4225	losartan potassium 50 MG Oral Tablet
4226	methylprednisolone Injection
4227	dicyclomine
4228	diltiazem hydrochloride 100 MG Injection
4229	24 HR nifedipine 90 MG Extended Release Oral Tablet
4230	zinc oxide 0.16 MG/MG Paste
4231	perphenazine 8 MG Oral Tablet
4232	sirolimus 1 MG Oral Tablet [Rapamune]
4233	trazodone hydrochloride 300 MG Oral Tablet
4234	naphazoline hydrochloride 0.25 MG/ML / pheniramine maleate 3 MG/ML Ophthalmic Solution [Naphcon A]
4235	furosemide 40 MG Oral Tablet [Furocot]
4236	buprenorphine 0.45 MG Buccal Film
4237	insulin lispro 100 UNT/ML Cartridge [Humalog]
4238	empagliflozin 25 MG / linagliptin 5 MG Oral Tablet [Glyxambi]
4239	hepatitis B surface antigen vaccine 0.02 MG/ML Injectable Suspension
4240	cephalexin 125 MG Disintegrating Oral Tablet
4241	chlorthalidone 50 MG Oral Tablet [Hygroton]
4242	Budesonide Inhalation Solution
4243	lactic acid 50 MG/ML Topical Lotion [Lacticare]
4244	1 ML dalteparin sodium 10000 UNT/ML Prefilled Syringe [Fragmin]
4245	4 ML penicillin G benzathine 600000 UNT/ML Prefilled Syringe [Bicillin L-A]
4246	cephalexin 50 MG/ML Oral Suspension [Ed A-Ceph]
4247	budesonide 3 MG
4248	0.75 ML semaglutide 2.27 MG/ML Auto-Injector
4249	brompheniramine maleate 0.4 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution
4250	isosorbide dinitrate 30 MG Oral Tablet [Isordil]
4251	fenofibrate 160 MG Oral Tablet [Triglide]
4252	benzethonium chloride 1.3 MG/ML Topical Spray
4253	thioridazine 15 MG [Mellaril]
4254	carvedilol phosphate 20 MG [Coreg]
4255	calcium carbonate 1500 MG / cholecalciferol 200 UNT Chewable Tablet
4256	fexofenadine hydrochloride 30 MG
4257	ascorbate manganese 19 MG / chondroitin sulfates 400 MG / glucosamine hydrochloride 500 MG Oral Capsule
4258	carvedilol 50 MG
4259	sodium fluoride 0.55 MG / xylitol 237 MG Chewable Tablet
4260	Lactobacillus acidophilus 1000000000 UNT Oral Capsule
4261	calcium carbonate 1500 MG / cholecalciferol 200 UNT Oral Tablet
4262	mesalamine 1000 MG Rectal Suppository
4263	metoclopramide 5 MG Oral Tablet [Reglan]
4264	ketamine 50 MG/ML Injectable Solution
4265	glucose 50 MG/ML / sodium chloride 4.5 MG/ML Injection
4266	ofloxacin 3 MG/ML Otic Solution
4267	prednisolone acetate 1.25 MG/ML Ophthalmic Suspension
4268	empagliflozin 25 MG Oral Tablet [Jardiance]
4269	benzoyl peroxide 100 MG/ML Medicated Liquid Soap [PanOxyl]
4270	2 ML magnesium sulfate 500 MG/ML Injection
4271	60 ACTUAT tiotropium 0.00125 MG/ACTUAT Inhalation Spray [Spiriva]
4272	lidocaine 40 MG/ML Topical Cream [AneCream]
4273	Abuse-Deterrent 12 HR oxycodone hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin]
4274	penicillin V potassium 500 MG Oral Tablet [Veetids]
4275	buspirone hydrochloride 15 MG Oral Tablet [Buspar]
4276	omeprazole 20 MG Delayed Release Oral Tablet [Genozol]
4277	beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Nasal Spray
4278	buspirone hydrochloride 30 MG Oral Tablet [Buspar]
4279	ubidecarenone 400 MG Oral Capsule [Q-Sorb Co Q-10]
4280	calcium carbonate 420 MG Chewable Tablet
4281	warfarin sodium 6 MG [Coumadin]
4282	pramipexole dihydrochloride 0.5 MG [Mirapex]
4283	ketorolac 60 MG/ML
4284	meningococcal polysaccharide vaccine group W-135
4285	theophylline 300 MG Extended Release Oral Capsule
4286	hydrocortisone 0.01 MG/MG Topical Ointment [Cortaid]
4287	zinc gluconate 77 MG Oral Lozenge
4288	buprenorphine 1.4 MG / naloxone 0.36 MG Sublingual Tablet [Zubsolv]
4289	potassium citrate 99 MG Oral Tablet
4290	Albumin Human, USP 250 MG/ML Injectable Solution
4291	4 ML adenosine 3 MG/ML Prefilled Syringe [Adenocard]
4292	2 ML penicillin G benzathine 450000 UNT/ML / penicillin G procaine 150000 UNT/ML Prefilled Syringe
4293	hydrocortisone 10 MG/ML / iodoquinol 10 MG/ML Topical Cream [Dermazene]
4294	sildenafil 100 MG
4295	bisacodyl 10 MG Rectal Suppository [Gen Lax]
4296	hydrochlorothiazide / lisinopril Oral Tablet
4297	codeine phosphate 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet [Maxifed CD]
4298	hydralazine hydrochloride 50 MG / hydrochlorothiazide 50 MG Oral Capsule
4299	24 HR dapagliflozin 5 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet [Xigduo]
4300	tretinoin 0.5 MG/ML Topical Lotion
4301	aspirin 400 MG / caffeine 32 MG Oral Tablet [Anacin]
4302	mesoridazine 10 MG
4303	ibuprofen 40 MG/ML [Advil]
4304	benzoyl peroxide 0.05 MG/MG Topical Gel [Clearplex]
4305	etodolac 300 MG
4306	erythromycin 50 MG/ML
4307	{2 (0.1 ML) (diazepam 75 MG/ML Nasal Spray [Valtoco]) } Pack [Valtoco 15 MG Dose Kit]
4308	lansoprazole 30 MG Delayed Release Oral Capsule
4309	levofloxacin 250 MG Oral Tablet
4310	lisinopril 30 MG Oral Tablet
4311	glipizide 10 MG Oral Tablet [Glucotrol]
4312	cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet
4313	methylene blue
4314	Indigotindisulfonate 8 MG/ML Injectable Solution
4315	benzocaine 200 MG/ML Topical Spray [Americaine]
4316	24 HR ropinirole 4 MG Extended Release Oral Tablet
4317	zinc gluconate 50 MG Oral Tablet
4318	acyclovir 200 MG Oral Capsule [Zovirax]
4319	clozapine 50 MG Oral Tablet [Clozaril]
4320	ketoconazole 20 MG/ML Topical Cream [Nizoral]
4321	hypromellose
4322	60 ACTUAT fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler
4323	indocyanine green
4324	cefixime 200 MG Chewable Tablet [Suprax]
4325	acebutolol 200 MG Oral Capsule [Sectral]
4326	tirofiban
4327	acrivastine 8 MG / pseudoephedrine hydrochloride 60 MG Oral Capsule
4328	aluminum hydroxide 45 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 5 MG/ML Oral Suspension
4329	bupropion hydrochloride 100 MG [Wellbutrin]
4330	chondroitin sulfates 400 MG / glucosamine hydrochloride 500 MG / methylsulfonylmethane 167 MG Oral Tablet
4331	acebutolol 200 MG
4332	benzoyl peroxide 0.07 MG/MG Topical Gel
4333	midazolam 50 MG/ML Nasal Spray [Nayzilam]
4334	0.5 ML semaglutide 0.5 MG/ML Auto-Injector [Wegovy]
4335	acetaminophen 650 MG / oxycodone hydrochloride 10 MG Oral Tablet
4336	trimethobenzamide 200 MG
4337	mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler
4338	isotretinoin 20 MG Oral Capsule [Accutane]
4339	calcium carbonate 250 MG / magnesium oxide 155 MG Oral Tablet
4340	linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet
4341	cyclosporine, modified 100 MG [Neoral]
4342	24 HR minocycline 90 MG Extended Release Oral Tablet
4343	3 ML sodium hyaluronate 20 MG/ML Prefilled Syringe [Durolane]
4344	chlorpromazine 100 MG [Thorazine]
4345	isosorbide dinitrate 40 MG
4346	bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injectable Solution [Sensorcaine with Epinephrine]
4347	acetaminophen 32 MG/ML Oral Solution [Dolono]
4348	prednisolone 5 MG/ML Oral Solution
4349	dexamethasone 1.5 MG
4350	sodium chloride 26.5 MG/ML Nasal Spray
4351	ramipril 5 MG
4352	triamcinolone 4 MG Oral Tablet
4353	mesalamine 250 MG [Asacol]
4354	ubidecarenone 125 MG / vitamin E 10 UNT Oral Capsule
4355	etidocaine
4356	oxycodone hydrochloride 30 MG Extended Release Oral Tablet [Oxycontin]
4357	{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Green Patient Titra...
4358	calcium gluconate 9.3 MG/ML
4359	estradiol Vaginal Insert [Vagifem]
4360	buprenorphine 2 MG Sublingual Tablet
4361	12 HR pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet
4362	olanzapine 5 MG Oral Tablet [Zyprexa]
4363	acetaminophen 300 MG / butalbital 50 MG Oral Tablet [Bupap]
4364	24 HR trospium chloride 60 MG Extended Release Oral Capsule
4365	ascorbic acid 113 MG / beta carotene 7160 MG / cuprous oxide 0.4 MG / dl-alpha tocopheryl acetate 100 UNT / zinc oxide 17.4 MG Oral Tablet [PreserVision]
4366	linaclotide 0.29 MG Oral Capsule [Linzess]
4367	rasagiline
4368	sodium thiosulfate
4369	24 HR hydrochlorothiazide 12.5 MG / metoprolol succinate 100 MG Extended Release Oral Tablet [Dutoprol]
4370	potassium chloride 10 MEQ Extended Release Oral Tablet [K-Dur]
4371	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Phenohytro]
4372	magnesium sulfate 0.488 MEQ/ML Injectable Solution
4373	morphine sulfate 50 MG [Kadian]
4374	28 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]
4375	methylergonovine maleate 0.2 MG
4376	urea 50 MG/ML Topical Lotion
4377	24 HR rotigotine 0.333 MG/HR Transdermal System
4378	calcium carbonate 200 MG / folic acid 1 MG / magnesium carbonate 400 MG Oral Tablet [MagneBind 400 Rx]
4379	acetaminophen 160 MG Disintegrating Oral Tablet
4380	{2 (hydrocortisone 10 MG/ML Topical Cream) } Pack
4381	hyoscyamine sulfate 0.25 MG Disintegrating Oral Tablet
4382	aliskiren 300 MG Oral Tablet
4383	aliskiren 150 MG / hydrochlorothiazide 25 MG Oral Tablet
4384	24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule [Tiazac]
4385	ranitidine 0.5 MG/ML [Zantac]
4386	fosinopril / hydrochlorothiazide Oral Tablet [Monopril-HCT]
4387	benzoyl peroxide 42.5 MG/ML Medicated Pad [Pacnex]
4388	phenytoin 250 MG/ML
4389	lisinopril 40 MG [Prinivil]
4390	insulin, regular, human 12 UNT Inhalation Powder [Afrezza]
4391	insulin glargine-yfgn 100 UNT/ML Injectable Solution
4392	ofloxacin 40 MG/ML Injectable Solution
4393	capsaicin 0.000325 MG/MG / lidocaine 0.045 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.275 MG/MG Topical Ointment
4394	acetaminophen 50 MG
4395	0.88 ML paliperidone palmitate 310 MG/ML Prefilled Syringe
4396	levobupivacaine hydrochloride 2.5 MG/ML Injectable Solution [Chirocaine]
4397	doxycycline hyclate 100 MG Oral Capsule
4398	levofloxacin 750 MG Oral Tablet
4399	hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet
4400	pantoprazole 40 MG Delayed Release Oral Tablet [Protonix]
4401	ivabradine 7.5 MG Oral Tablet
4402	acetaminophen 300 MG / codeine phosphate 15 MG Oral Tablet
4403	podofilox
4404	oxcarbazepine 300 MG Oral Tablet [Trileptal]
4405	etomidate
4406	tacrolimus
4407	azelaic acid 200 MG/ML Topical Cream
4408	8 HR carbidopa 23.75 MG / levodopa 95 MG Extended Release Oral Capsule
4409	1 ML hydromorphone hydrochloride 2 MG/ML Injection
4410	1 ML heparin sodium, porcine 5000 UNT/ML Cartridge
4411	diphenhydramine hydrochloride 20 MG/ML Topical Cream
4412	mepivacaine hydrochloride 20 MG/ML Injectable Solution [Carbocaine]
4413	metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet
4414	benzocaine 4 MG/ML / docusate sodium 56.6 MG/ML Enema [Docusol Plus]
4415	24 HR desvenlafaxine 50 MG Extended Release Oral Tablet [Khedezla]
4416	pravastatin sodium 10 MG Oral Tablet [Pravachol]
4417	3 ML insulin lispro 200 UNT/ML Pen Injector
4418	calcium carbonate 1000 MG / magnesium hydroxide 200 MG Chewable Tablet [Rolaids Reformulated Aug 2006]
4419	acetaminophen 500 MG / caffeine 65 MG Oral Tablet [Excedrin Tension Headache]
4420	hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet [Spironolactone Plus]
4421	cyclosporine 100 MG Oral Capsule [Cyslosporine]
4422	latanoprostene bunod
4423	ondansetron 4 MG Oral Film [Zuplenz]
4424	dexamethasone 6 MG [Decadron]
4425	chromium picolinate 0.1 MG / inulin 2000 MG Chewable Tablet
4426	lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]
4427	calcium carbonate 625 MG / cholecalciferol 125 UNT Oral Tablet [Oysco D]
4428	loperamide hydrochloride 2 MG Chewable Tablet
4429	atenolol 50 MG / chlorthalidone 12.5 MG [Tenoret]
4430	meprobamate 400 MG Oral Tablet [Equanil]
4431	sertraline 20 MG/ML [Zoloft]
4432	amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta]
4433	urea 350 MG/ML Topical Lotion
4434	diphenhydramine hydrochloride 50 MG Oral Tablet [Allermax]
4435	topiramate 15 MG [Topamax]
4436	tiagabine hydrochloride 4 MG
4437	miconazole nitrate 20 MG/ML Topical Cream [Secura]
4438	phenytoin 25 MG/ML [Dilantin]
4439	promethazine hydrochloride 6.25 MG
4440	glycerin 2100 MG Rectal Suppository [Colace Glycerin Suppositories]
4441	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML Oral Solution [Romilar AC]
4442	sodium chloride 0.154 MEQ/ML Irrigation Solution [Uro-Tainer Sodium Chloride]
4443	hydrocortisone acetate 25 MG Rectal Suppository [Anusol HC]
4444	vilazodone hydrochloride 10 MG Oral Tablet
4445	acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet [Endocet]
4446	3 ML insulin glargine 100 UNT/ML Pen Injector [Lantus]
4447	fenofibrate 54 MG Oral Tablet
4448	4 ML labetalol hydrochloride 5 MG/ML Cartridge
4449	hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT]
4450	glucose 700 MG/ML Injectable Solution
4451	sodium chloride 35 MG/ML Inhalation Solution [Hyper-Sal]
4452	fluorometholone 2.5 MG/ML Ophthalmic Suspension [FML Forte Liquifilm]
4453	olopatadine hydrochloride 0.665 MG/ACTUAT Metered Dose Nasal Spray
4454	24 HR quetiapine 400 MG Extended Release Oral Tablet [Seroquel]
4455	indapamide
4456	atenolol 50 MG Oral Tablet [Senormin]
4457	repaglinide 0.5 MG Oral Tablet [NovoNorm]
4458	fosphenytoin sodium 75 MG/ML Injection [Cerebyx]
4459	haloperidol 5 MG Oral Tablet [Serenace]
4460	acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet [Xodol]
4461	60 ACTUAT aclidinium bromide 0.4 MG/ACTUAT Dry Powder Inhaler
4462	carisoprodol 250 MG Oral Tablet [Soma]
4463	ascorbic acid 500 MG / ferrous sulfate 525 MG / folic acid 0.8 MG Extended Release Oral Tablet [Folitab]
4464	ropinirole 4 MG Oral Tablet [Requip]
4465	halothane
4466	doxycycline monohydrate 150 MG Oral Tablet [Adoxa]
4467	aripiprazole 15 MG Disintegrating Oral Tablet
4468	{31 (doxycycline monohydrate 100 MG Oral Tablet [Adoxa]) } Pack [Adoxa Pak 1/100]
4469	selegiline hydrochloride 1.25 MG Disintegrating Oral Tablet [Zelapar]
4470	acetazolamide Injection
4471	acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution
4472	ibuprofen 20 MG/ML
4473	1 ML morphine sulfate 15 MG/ML Prefilled Syringe
4474	verapamil hydrochloride 240 MG Extended Release Oral Tablet [Isoptin]
4475	ondansetron 24 MG Oral Tablet [Zofran]
4476	glycopyrrolate 0.025 MG/ML Inhalation Solution [Lonhala]
